ACUSACION;ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;NUM_HABITANTES;PAIS;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;SANTANDER DE QUILICHAO;100681;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;TERMINACIÓN ANTICIPADA;SIN DATO;SI;NO;SI;Ley 906;POPAYÁN;288636;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SANTANDER DE QUILICHAO;100681;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;SANTANDER DE QUILICHAO;100681;Colombia;;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;QUIBDO;116322;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CHOCÓ;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;QUIBDO;116322;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CHOCÓ;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;MONTERÍA;471867;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;MONTERÍA;471867;Colombia;;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;MONTERÍA;471867;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SOACHA;567546;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;SOACHA;567546;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;SOACHA;567546;Colombia;;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SOACHA;567546;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SOACHA;567546;Colombia;;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SOACHA;567546;Colombia;;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;MEDINA;10225;Colombia;;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SAN JOSÉ DEL GUAVIARE;70019;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;CALAMAR;24877;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SAN JOSÉ DEL GUAVIARE;70019;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;SAN JOSÉ DEL GUAVIARE;70019;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;INACTIVO;INDAGACIÓN;PRIMERA INFANCIA 0 - 5;SI;SI;NO;Ley 906;SAN JOSÉ DEL GUAVIARE;70019;Colombia;;NO;DIRECCIÓN SECCIONAL DE GUAVIARE;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;NEIVA;350457;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;CAMPOALEGRE;35057;Colombia;;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;NEIVA;350457;Colombia;;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;NEIVA;350457;Colombia;;NO;DIRECCIÓN SECCIONAL DE HUILA;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SANTA MARTA;524031;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;2
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SANTA MARTA;524031;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;SANTA MARTA;524031;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;ARIGUANÍ;32758;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;PRIMERA INFANCIA 0 - 5;SI;NO;NO;Ley 906;SANTA MARTA;524031;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;SANTA MARTA;524031;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PLATO;62904;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;PLATO;62904;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;MESETAS;11589;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;MESETAS;11589;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PUERTO LÓPEZ;35499;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;VILLAVICENCIO;538527;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;RESTREPO;10715;Colombia;;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;LEIVA;14878;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;MAGÜI;26146;Colombia;;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;INVESTIGACIÓN;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;POLICARPA;18408;Colombia;;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;POLICARPA;18408;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;INACTIVO;INDAGACIÓN;PRE-ADOLESCENTE 12 - 13;SI;SI;NO;Ley 906;SAMANIEGO;49085;Colombia;;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CÚCUTA;680765;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;LA ESPERANZA;12609;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SILOS;4050;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;CÚCUTA;680765;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PUERTO ASÍS;63953;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE PUTUMAYO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;PUERTO ASÍS;63953;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE PUTUMAYO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;PEREIRA;481129;Colombia;;NO;DIRECCIÓN SECCIONAL DE RISARALDA;FEMENINO;2
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;PEREIRA;481129;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE RISARALDA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;BUCARAMANGA;528572;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;SABANA DE TORRES;17772;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;FLORIDABLANCA;267936;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;LANDÁZURI;15475;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;BUCARAMANGA;528572;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;EL PEÑÓN;10538;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;SANTA HELENA DEL OPÓN;4238;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;IBAGUÉ;579803;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;2
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;IBAGUÉ;579803;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;3
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;RONCESVALLES;6373;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;PALOCABILDO;9008;Colombia;;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;IBAGUÉ;579803;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;3
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;IBAGUÉ;579803;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;IBAGUÉ;579803;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;IBAGUÉ;579803;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;FLANDES;29550;Colombia;;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;IBAGUÉ;579803;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;BUENAVENTURA;440995;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;CANDELARIA;12589;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;NO;NO;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;SI;NO;Ley 906;LA VICTORIA;1673;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;3
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;ALCALÁ;23665;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;Ley 906;LA VICTORIA;1673;Colombia;;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;CALI;2496346;Colombia;;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;2
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;2
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;CARTAGO;135621;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;SI;NO;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CALI;2496346;Colombia;;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;CALI;2496346;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;2
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;Ley 906;PRADERA;58717;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;Ley 906;CALI;2496346;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;PRIMERA INFANCIA 0 - 5;SI;NO;NO;Ley 906;CALI;2496346;Colombia;;NO;DIRECCIÓN SECCIONAL DE CALI;MASCULINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;CANDELARIA;12589;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Magdalena;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;Ley 906;SANTA MARTA;524031;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
NO;2019;2019;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Meta;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;Ley 906;PUERTO GAITÁN;19113;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
