ACUSACION;ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;CONEXO;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;LEY;MUNICIPIO;PAIS;PAIS_NACIMIENTO;RUPTURA;SECCIONAL;SEXO_VICTIMA;TOTAL_VICTIMAS
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANTA SOFÍA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOYACÁ;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;PUERTO BOYACÁ;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CHINCHINÁ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALDAS;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;MANIZALES;Colombia;;NO;DIRECCIÓN SECCIONAL DE CALDAS;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCIÓN DE PENAS;INFANCIA 6 - 11;SI;SI;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;ADULTO MAYOR DE 60;SI;SI;SI;Ley 906;CHÍA;Colombia;;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;EL COLEGIO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;TERUEL;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE HUILA;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;TERMINACIÓN ANTICIPADA;SIN DATO;SI;SI;SI;Ley 906;SAN CARLOS DE GUAROA;Colombia;;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;VILLAVICENCIO;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;2
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;VILLAVICENCIO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCIÓN DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;SARDINATA;Colombia;;NO;DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Quindío;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;LA TEBAIDA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE QUINDÍO;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANTA ROSA DE CABAL;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE RISARALDA;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;PEREIRA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE RISARALDA;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;PEREIRA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE RISARALDA;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;INACTIVO;EJECUCIÓN DE PENAS;PRIMERA INFANCIA 0 - 5;SI;SI;SI;Ley 906;PEREIRA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE RISARALDA;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;JUICIO;ADULTO MAYOR DE 60;SI;SI;SI;Ley 906;VÉLEZ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ACTIVO;TERMINACIÓN ANTICIPADA;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;LOS SANTOS;Colombia;;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;LANDÁZURI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BUCARAMANGA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BUCARAMANGA;Colombia;;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;PIEDECUESTA;Colombia;;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;RIONEGRO;Colombia;;NO;DIRECCIÓN SECCIONAL DE SANTANDER;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;Ley 906;LÉRIDA;Colombia;;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;Ley 906;LÉRIDA;Colombia;;NO;DIRECCIÓN SECCIONAL DE TOLIMA;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;CALI;Colombia;;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CALI;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CANDELARIA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2019;2019;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;DAGUA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE CALI;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;PUERTO BERRÍO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SAN VICENTE;Colombia;;NO;DIRECCIÓN SECCIONAL DE ANTIOQUIA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;ENVIGADO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;MEDELLÍN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MEDELLÍN;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;CONCORDIA;Colombia;;NO;DIRECCIÓN SECCIONAL DE ANTIOQUIA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;JUICIO;ADULTEZ 29 - 59;NO;NO;SI;Ley 906;SAN VICENTE;Colombia;Colombia;SI;DIRECCIÓN SECCIONAL DE ANTIOQUIA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Arauca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;TAME;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ARAUCA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Archipiélago de San Andrés, Providencia y Santa Catalina;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SAN ANDRÉS;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;MASCULINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;NO;SI;Ley 906;BARRANQUILLA;Colombia;;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;MASCULINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;INVESTIGACIÓN;SIN DATO;SI;NO;SI;Ley 906;BARRANQUILLA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;MASCULINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;REPELÓN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BARRANQUILLA;Colombia;;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BARRANQUILLA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SOLEDAD;Colombia;;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SOLEDAD;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BARRANQUILLA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;SI;SI;Ley 906;SABANALARGA;Colombia;;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SABANALARGA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE ATLÁNTICO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;2
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOGOTÁ, D.C.;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;BOGOTÁ, D.C.;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOGOTÁ;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;VILLANUEVA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;CARTAGENA;Colombia;;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;MAGANGUÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;CARTAGENA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;CARTAGENA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE BOLÍVAR;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Caldas;ACTIVO;JUICIO;JUVENTUD 18 - 28;NO;NO;SI;Ley 906;MANIZALES;Colombia;Colombia;SI;DIRECCIÓN SECCIONAL DE CALDAS;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;AGUAZUL;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;NUNCHÍA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CASANARE;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;NO;SI;Ley 906;SANTANDER DE QUILICHAO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;BUENOS AIRES;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;POPAYÁN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCIÓN DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;GUAPI;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE CAUCA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADOLESCENTE 14 - 17;SI;SI;SI;Ley 906;VALLEDUPAR;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;VALLEDUPAR;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;2
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;BOSCONIA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;VALLEDUPAR;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;NO;SI;Ley 906;AGUACHICA;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;SI;SI;Ley 906;AGUACHICA;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;TERMINACIÓN ANTICIPADA;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;VALLEDUPAR;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CESAR;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;QUIBDO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CHOCÓ;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;MONTERÍA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;2
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;MONTERÍA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;CERETÉ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CÓRDOBA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;MOSQUERA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ACTIVO;JUICIO;PRIMERA INFANCIA 0 - 5;SI;NO;SI;Ley 906;SOACHA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE CUNDINAMARCA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;RIOHACHA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE LA GUAJIRA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;SANTA MARTA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANTA MARTA;Colombia;;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;SANTA MARTA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;ZONA BANANERA;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;SANTA MARTA;Colombia;Venezuela;NO;DIRECCIÓN SECCIONAL DE MAGDALENA;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;VILLAVICENCIO;Colombia;;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;Ley 906;RESTREPO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;SI;SI;Ley 906;VILLAVICENCIO;Colombia;;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;2
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;SIN DATO;SI;NO;SI;Ley 906;SAN MARTÍN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;JUICIO;SIN DATO;SI;SI;SI;Ley 906;VILLAVICENCIO;Colombia;;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;JUICIO;PRE-ADOLESCENTE 12 - 13;SI;SI;SI;Ley 906;SAN MARTÍN;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE META;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;POTOSÍ;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;NO;SI;Ley 906;TUMACO;Colombia;Colombia;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
SI;2019;2019;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;Ley 906;BARBACOAS;Colombia;;NO;DIRECCIÓN SECCIONAL DE NARIÑO;FEMENINO;1
